Data,Precipt Total,N Medicoes,Precipt Media
09/05/2000,1.2,1,1.2
11/05/2000,27.2,2,13.6
12/05/2000,5.4,2,2.7
13/05/2000,1.8,1,1.8
15/05/2000,6.6,1,6.6
17/05/2000,4.6,1,4.6
19/05/2000,1.6,1,1.6
22/05/2000,0.8,1,0.8
23/05/2000,3.4,1,3.4
24/05/2000,8.4,1,8.4
25/05/2000,0.4,2,0.2
27/05/2000,5.2,1,5.2
29/05/2000,5.6,1,5.6
30/05/2000,1,1,1
31/05/2000,0.2,1,0.2
01/06/2000,6.6,2,3.3
02/06/2000,0.2,1,0.2
04/06/2000,2.6,1,2.6
05/06/2000,0.2,1,0.2
06/06/2000,6.2,1,6.2
12/06/2000,3,1,3
14/06/2000,6.4,2,3.2
15/06/2000,2,2,1
17/06/2000,0.8,1,0.8
18/06/2000,0.2,1,0.2
19/06/2000,3,1,3
20/06/2000,0.4,1,0.4
21/06/2000,7,2,3.5
22/06/2000,0.2,1,0.2
23/06/2000,6.4,1,6.4
24/06/2000,0.2,1,0.2
25/06/2000,1.2,1,1.2
29/06/2000,1.6,1,1.6
03/07/2000,0.2,1,0.2
04/07/2000,15.4,2,7.7
05/07/2000,5.4,2,2.7
06/07/2000,2.8,2,1.4
08/07/2000,3.2,1,3.2
11/07/2000,4.2,1,4.2
13/07/2000,10.4,2,5.2
14/07/2000,2.4,1,2.4
16/07/2000,27.6,1,27.6
19/07/2000,1,1,1
20/07/2000,0.2,1,0.2
21/07/2000,0.2,1,0.2
22/07/2000,1,1,1
23/07/2000,26.8,1,26.8
24/07/2000,13.6,2,6.8
25/07/2000,1.8,1,1.8
26/07/2000,0.2,1,0.2
27/07/2000,0.4,2,0.2
30/07/2000,0.6,2,0.3
31/07/2000,67,1,67
01/08/2000,0.2,1,0.2
03/08/2000,0.2,1,0.2
04/08/2000,24.2,1,24.2
07/08/2000,32.2,1,32.2
09/08/2000,0.2,1,0.2
10/08/2000,13,1,13
11/08/2000,5.4,1,5.4
12/08/2000,0.6,2,0.3
13/08/2000,5.4,2,2.7
14/08/2000,0.2,1,0.2
16/08/2000,0.6,1,0.6
17/08/2000,1,2,0.5
18/08/2000,4.6,1,4.6
20/08/2000,0.4,1,0.4
21/08/2000,0.2,1,0.2
22/08/2000,6,1,6
26/08/2000,4,1,4
28/08/2000,0.2,1,0.2
29/08/2000,52.4,1,52.4
30/08/2000,0.2,1,0.2
06/09/2000,6.8,1,6.8
07/09/2000,9,2,4.5
08/09/2000,7.6,1,7.6
09/09/2000,23,1,23
10/09/2000,2,1,2
13/09/2000,21.4,2,10.7
14/09/2000,5.4,1,5.4
15/09/2000,0.4,1,0.4
16/09/2000,3.6,1,3.6
17/09/2000,5.2,1,5.2
18/09/2000,0.6,1,0.6
19/09/2000,36.8,1,36.8
22/09/2000,0.2,1,0.2
23/09/2000,28,1,28
24/09/2000,23.8,1,23.8
25/09/2000,8.8,1,8.8
26/09/2000,25.2,2,12.6
27/09/2000,62,2,31
28/09/2000,83.2,1,83.2
30/09/2000,0.2,1,0.2
01/10/2000,14.4,2,7.2
02/10/2000,0.4,2,0.2
03/10/2000,22.4,2,11.2
04/10/2000,38.6,2,19.3
05/10/2000,2.8,3,0.933333
06/10/2000,34.6,3,11.5333
07/10/2000,9.6,2,4.8
08/10/2000,3.2,2,1.6
09/10/2000,18,2,9
10/10/2000,3,1,3
11/10/2000,0.8,1,0.8
12/10/2000,12.2,2,6.1
14/10/2000,4,1,4
15/10/2000,0.2,1,0.2
16/10/2000,0.8,1,0.8
17/10/2000,2,1,2
18/10/2000,27.6,1,27.6
19/10/2000,10.8,2,5.4
20/10/2000,9.2,1,9.2
22/10/2000,7.2,3,2.4
23/10/2000,0.4,2,0.2
24/10/2000,3.8,2,1.9
25/10/2000,0.4,2,0.2
26/10/2000,1,3,0.333333
27/10/2000,4.2,1,4.2
28/10/2000,122.2,4,30.55
29/10/2000,49,4,12.25
30/10/2000,35.2,3,11.7333
31/10/2000,23,2,11.5
01/11/2000,0.2,1,0.2
02/11/2000,17.4,3,5.8
03/11/2000,10.4,3,3.46667
04/11/2000,6.8,4,1.7
05/11/2000,26.2,1,26.2
06/11/2000,70.8,4,17.7
07/11/2000,4.6,3,1.53333
08/11/2000,91.8,3,30.6
09/11/2000,0.6,2,0.3
10/11/2000,3,2,1.5
11/11/2000,25.6,2,12.8
12/11/2000,25.8,4,6.45
13/11/2000,2.4,2,1.2
14/11/2000,109.8,3,36.6
15/11/2000,30.8,2,15.4
16/11/2000,21.2,2,10.6
17/11/2000,23.4,3,7.8
18/11/2000,6.2,2,3.1
19/11/2000,19.4,3,6.46667
20/11/2000,26.8,3,8.93333
21/11/2000,29.4,4,7.35
22/11/2000,33,2,16.5
23/11/2000,4.4,1,4.4
24/11/2000,16.2,2,8.1
25/11/2000,10.8,3,3.6
26/11/2000,59.8,3,19.9333
27/11/2000,20.2,2,10.1
28/11/2000,22.2,3,7.4
29/11/2000,51.8,4,12.95
30/11/2000,10.2,4,2.55
01/12/2000,14.8,3,4.93333
02/12/2000,5.2,3,1.73333
03/12/2000,8.4,2,4.2
04/12/2000,13.8,2,6.9
05/12/2000,16.6,3,5.53333
06/12/2000,8,2,4
07/12/2000,1,3,0.333333
09/12/2000,9.2,2,4.6
10/12/2000,20.8,1,20.8
11/12/2000,1.8,2,0.9
12/12/2000,2.2,2,1.1
13/12/2000,4,1,4
14/12/2000,51.6,4,12.9
15/12/2000,46.4,1,46.4
16/12/2000,13,2,6.5
17/12/2000,44,2,22
18/12/2000,18.6,2,9.3
19/12/2000,4,2,2
20/12/2000,1.8,1,1.8
21/12/2000,2.2,1,2.2
22/12/2000,1.2,2,0.6
23/12/2000,2.6,3,0.866667
24/12/2000,24.2,4,6.05
25/12/2000,16.4,4,4.1
26/12/2000,7.4,3,2.46667
27/12/2000,8.2,2,4.1
28/12/2000,36,4,9
29/12/2000,5.4,3,1.8
30/12/2000,7,2,3.5
31/12/2000,25.4,1,25.4
01/01/2001,34.8,2,17.4
02/01/2001,28.4,1,28.4
03/01/2001,1.4,2,0.7
04/01/2001,35,3,11.6667
05/01/2001,4,2,2
06/01/2001,3.4,1,3.4
07/01/2001,25.2,4,6.3
08/01/2001,10.2,3,3.4
09/01/2001,10.2,1,10.2
10/01/2001,10.2,1,10.2
11/01/2001,48.2,3,16.0667
12/01/2001,11.4,2,5.7
13/01/2001,6.6,3,2.2
14/01/2001,16,3,5.33333
15/01/2001,21.8,2,10.9
16/01/2001,4.8,2,2.4
17/01/2001,13.2,2,6.6
18/01/2001,25.6,3,8.53333
19/01/2001,0.6,1,0.6
20/01/2001,7.8,2,3.9
22/01/2001,21,4,5.25
23/01/2001,4.2,2,2.1
24/01/2001,19.2,2,9.6
25/01/2001,2.4,2,1.2
26/01/2001,10.2,4,2.55
27/01/2001,21,2,10.5
28/01/2001,17.2,2,8.6
29/01/2001,27.4,3,9.13333
30/01/2001,9.8,1,9.8
31/01/2001,60.6,2,30.3
01/02/2001,23,3,7.66667
02/02/2001,3.2,2,1.6
03/02/2001,22.4,2,11.2
04/02/2001,13.2,3,4.4
07/02/2001,3.6,1,3.6
08/02/2001,15.4,2,7.7
09/02/2001,15.4,3,5.13333
10/02/2001,6.6,1,6.6
11/02/2001,8,3,2.66667
12/02/2001,17.8,2,8.9
13/02/2001,0.6,1,0.6
14/02/2001,11,1,11
15/02/2001,18.2,3,6.06667
16/02/2001,1.8,2,0.9
17/02/2001,3.8,2,1.9
19/02/2001,0.6,1,0.6
20/02/2001,0.2,1,0.2
21/02/2001,14.6,1,14.6
22/02/2001,11.8,3,3.93333
23/02/2001,4.6,2,2.3
24/02/2001,21.8,3,7.26667
25/02/2001,46.4,3,15.4667
26/02/2001,27.2,4,6.8
27/02/2001,83,2,41.5
28/02/2001,24.4,3,8.13333
01/03/2001,12.4,2,6.2
02/03/2001,37.2,3,12.4
03/03/2001,27.8,3,9.26667
04/03/2001,2.2,2,1.1
05/03/2001,36.2,3,12.0667
06/03/2001,27.6,5,5.52
07/03/2001,7.4,2,3.7
08/03/2001,8.4,3,2.8
09/03/2001,8.4,3,2.8
10/03/2001,38.4,2,19.2
11/03/2001,70.8,2,35.4
12/03/2001,15.4,3,5.13333
13/03/2001,92.6,2,46.3
14/03/2001,35.4,2,17.7
15/03/2001,81.6,3,27.2
16/03/2001,30.8,4,7.7
17/03/2001,46.4,2,23.2
18/03/2001,19,3,6.33333
19/03/2001,40.6,3,13.5333
20/03/2001,14.4,4,3.6
21/03/2001,30,3,10
22/03/2001,3.2,2,1.6
23/03/2001,17,3,5.66667
24/03/2001,5,2,2.5
25/03/2001,14.6,1,14.6
26/03/2001,52,2,26
27/03/2001,6,3,2
28/03/2001,47.6,3,15.8667
29/03/2001,40.6,4,10.15
30/03/2001,28.4,3,9.46667
31/03/2001,31.4,5,6.28
01/04/2001,4,2,2
02/04/2001,58.4,4,14.6
03/04/2001,1.8,3,0.6
04/04/2001,7.6,4,1.9
05/04/2001,40.4,2,20.2
06/04/2001,22,3,7.33333
07/04/2001,5.8,2,2.9
08/04/2001,14.2,4,3.55
09/04/2001,53.2,2,26.6
10/04/2001,0.6,1,0.6
11/04/2001,18,4,4.5
12/04/2001,40.8,3,13.6
13/04/2001,13.2,3,4.4
14/04/2001,36.6,4,9.15
15/04/2001,23,2,11.5
16/04/2001,2.6,1,2.6
17/04/2001,3.2,3,1.06667
18/04/2001,44,3,14.6667
19/04/2001,17,2,8.5
20/04/2001,30.8,4,7.7
21/04/2001,90.2,2,45.1
22/04/2001,0.2,1,0.2
23/04/2001,10,2,5
24/04/2001,91.4,3,30.4667
25/04/2001,10.8,3,3.6
26/04/2001,38.4,2,19.2
27/04/2001,28.8,2,14.4
28/04/2001,20,2,10
29/04/2001,11.8,2,5.9
30/04/2001,2.6,3,0.866667
01/05/2001,4.2,2,2.1
02/05/2001,47.4,3,15.8
03/05/2001,35.6,2,17.8
04/05/2001,3.8,2,1.9
05/05/2001,7.8,4,1.95
06/05/2001,0.4,1,0.4
07/05/2001,19.6,2,9.8
08/05/2001,0.4,2,0.2
09/05/2001,2.4,1,2.4
10/05/2001,0.6,3,0.2
11/05/2001,13.8,1,13.8
12/05/2001,8.2,2,4.1
13/05/2001,38,3,12.6667
14/05/2001,13.2,2,6.6
15/05/2001,5.8,2,2.9
16/05/2001,8.6,1,8.6
17/05/2001,26.2,3,8.73333
18/05/2001,7.6,1,7.6
19/05/2001,0.2,1,0.2
20/05/2001,4.4,3,1.46667
21/05/2001,59.4,4,14.85
22/05/2001,16.4,3,5.46667
23/05/2001,98.2,2,49.1
24/05/2001,0.6,1,0.6
25/05/2001,25.6,2,12.8
26/05/2001,17.2,1,17.2
27/05/2001,12,2,6
28/05/2001,18.8,2,9.4
29/05/2001,15.4,2,7.7
30/05/2001,0.2,1,0.2
31/05/2001,18.8,1,18.8
01/06/2001,23.8,2,11.9
02/06/2001,28.4,2,14.2
03/06/2001,55.4,2,27.7
04/06/2001,18.2,2,9.1
05/06/2001,15.2,1,15.2
06/06/2001,0.8,1,0.8
07/06/2001,1.4,1,1.4
08/06/2001,6.4,2,3.2
09/06/2001,21.2,1,21.2
10/06/2001,11.2,1,11.2
11/06/2001,5.4,1,5.4
12/06/2001,22.8,3,7.6
13/06/2001,10,2,5
14/06/2001,24.4,3,8.13333
16/06/2001,80,2,40
17/06/2001,8.4,2,4.2
18/06/2001,1.2,1,1.2
19/06/2001,12.2,3,4.06667
20/06/2001,29.6,3,9.86667
22/06/2001,9,1,9
23/06/2001,1.8,2,0.9
24/06/2001,0.8,3,0.266667
25/06/2001,19.8,3,6.6
26/06/2001,5.6,1,5.6
27/06/2001,2.6,3,0.866667
28/06/2001,24,2,12
29/06/2001,3.2,1,3.2
30/06/2001,8.8,2,4.4
01/07/2001,2.8,1,2.8
02/07/2001,3.8,2,1.9
03/07/2001,1.8,1,1.8
04/07/2001,6.2,2,3.1
05/07/2001,38.2,2,19.1
06/07/2001,2.8,1,2.8
07/07/2001,41.8,1,41.8
08/07/2001,0.6,1,0.6
09/07/2001,7,1,7
10/07/2001,19.6,2,9.8
11/07/2001,45.6,2,22.8
12/07/2001,16.4,1,16.4
13/07/2001,0.2,1,0.2
14/07/2001,1.4,1,1.4
15/07/2001,4.4,2,2.2
16/07/2001,2.2,1,2.2
17/07/2001,61,2,30.5
18/07/2001,107.2,3,35.7333
19/07/2001,6.6,1,6.6
20/07/2001,11.6,1,11.6
21/07/2001,0.2,1,0.2
22/07/2001,6.8,2,3.4
23/07/2001,6.8,2,3.4
24/07/2001,10.8,3,3.6
25/07/2001,13,2,6.5
26/07/2001,3.8,2,1.9
27/07/2001,4.2,2,2.1
28/07/2001,13.4,3,4.46667
30/07/2001,2.6,2,1.3
31/07/2001,0.4,1,0.4
01/08/2001,10.4,2,5.2
02/08/2001,0.2,1,0.2
03/08/2001,3.4,1,3.4
04/08/2001,1.8,1,1.8
05/08/2001,5.8,2,2.9
06/08/2001,1.2,1,1.2
07/08/2001,4.6,2,2.3
08/08/2001,11.6,2,5.8
09/08/2001,2.6,2,1.3
10/08/2001,3.4,3,1.13333
11/08/2001,7.2,1,7.2
12/08/2001,2.2,2,1.1
13/08/2001,5.8,2,2.9
15/08/2001,2,1,2
17/08/2001,3.4,1,3.4
18/08/2001,0.6,1,0.6
19/08/2001,53.6,2,26.8
20/08/2001,3,2,1.5
21/08/2001,3.6,1,3.6
22/08/2001,13.2,2,6.6
23/08/2001,8,2,4
24/08/2001,21,2,10.5
25/08/2001,5,3,1.66667
26/08/2001,15.6,3,5.2
27/08/2001,8.2,4,2.05
28/08/2001,29.6,5,5.92
29/08/2001,22.6,3,7.53333
30/08/2001,41.2,5,8.24
31/08/2001,11.8,3,3.93333
01/09/2001,30.4,2,15.2
02/09/2001,14.8,1,14.8
04/09/2001,38.4,2,19.2
05/09/2001,7.2,2,3.6
06/09/2001,29,2,14.5
07/09/2001,9.2,2,4.6
08/09/2001,12.2,2,6.1
09/09/2001,24,2,12
10/09/2001,0.6,1,0.6
11/09/2001,4.2,1,4.2
12/09/2001,0.6,1,0.6
13/09/2001,22.6,3,7.53333
14/09/2001,78.8,8,9.85
15/09/2001,69.6,8,8.7
16/09/2001,66.8,4,16.7
18/09/2001,25.8,3,8.6
19/09/2001,20.4,1,20.4
20/09/2001,36.4,2,18.2
21/09/2001,87.8,4,21.95
22/09/2001,60.6,5,12.12
23/09/2001,26,4,6.5
24/09/2001,4.8,4,1.2
25/09/2001,267.6,7,38.2286
26/09/2001,97.4,6,16.2333
27/09/2001,13.6,5,2.72
28/09/2001,57.8,5,11.56
29/09/2001,52.6,4,13.15
30/09/2001,48.4,4,12.1
01/10/2001,118.4,6,19.7333
02/10/2001,121.2,5,24.24
03/10/2001,22.6,4,5.65
04/10/2001,11.4,3,3.8
05/10/2001,19.2,4,4.8
06/10/2001,29,1,29
07/10/2001,7.2,3,2.4
08/10/2001,68.4,8,8.55
09/10/2001,18.2,5,3.64
10/10/2001,19.6,6,3.26667
11/10/2001,15.2,6,2.53333
12/10/2001,8.2,3,2.73333
13/10/2001,2,1,2
14/10/2001,59.8,6,9.96667
15/10/2001,88.8,6,14.8
16/10/2001,50.6,6,8.43333
17/10/2001,82,7,11.7143
18/10/2001,64,4,16
19/10/2001,95.6,8,11.95
20/10/2001,100.2,4,25.05
21/10/2001,142.2,7,20.3143
22/10/2001,11.4,5,2.28
25/10/2001,8,2,4
26/10/2001,30.6,1,30.6
27/10/2001,0.8,1,0.8
29/10/2001,14,2,7
30/10/2001,15.2,5,3.04
31/10/2001,157.6,3,52.5333
01/11/2001,14.2,2,7.1
02/11/2001,59.6,6,9.93333
03/11/2001,86.8,8,10.85
04/11/2001,104.6,7,14.9429
05/11/2001,9.6,5,1.92
06/11/2001,4.4,2,2.2
07/11/2001,33.4,6,5.56667
08/11/2001,62.8,6,10.4667
09/11/2001,12.8,3,4.26667
10/11/2001,58,4,14.5
11/11/2001,133,7,19
12/11/2001,180.2,6,30.0333
13/11/2001,79.6,7,11.3714
14/11/2001,38.6,9,4.28889
15/11/2001,96,8,12
16/11/2001,25.2,2,12.6
17/11/2001,55.4,8,6.925
18/11/2001,31.2,7,4.45714
19/11/2001,50,6,8.33333
20/11/2001,10.8,4,2.7
21/11/2001,17.8,5,3.56
22/11/2001,40.2,3,13.4
23/11/2001,5.2,4,1.3
24/11/2001,151.8,6,25.3
25/11/2001,38.4,5,7.68
26/11/2001,75,11,6.81818
27/11/2001,54.8,7,7.82857
28/11/2001,21.6,9,2.4
29/11/2001,85.8,9,9.53333
30/11/2001,202.2,11,18.3818
01/12/2001,68.4,9,7.6
02/12/2001,9,2,4.5
03/12/2001,15.4,5,3.08
04/12/2001,77.4,7,11.0571
05/12/2001,157.6,9,17.5111
06/12/2001,97.4,8,12.175
07/12/2001,39.2,7,5.6
08/12/2001,11.8,7,1.68571
09/12/2001,40.4,5,8.08
10/12/2001,36.8,7,5.25714
11/12/2001,150.2,5,30.04
12/12/2001,22,7,3.14286
13/12/2001,37.2,8,4.65
14/12/2001,118.2,9,13.1333
15/12/2001,96.6,10,9.66
16/12/2001,68.6,6,11.4333
17/12/2001,24.4,4,6.1
18/12/2001,4.4,2,2.2
19/12/2001,40.4,4,10.1
20/12/2001,42.6,5,8.52
21/12/2001,94,11,8.54545
22/12/2001,148.4,11,13.4909
23/12/2001,75.4,8,9.425
24/12/2001,145.4,4,36.35
25/12/2001,23,2,11.5
26/12/2001,15.6,6,2.6
27/12/2001,136.4,5,27.28
28/12/2001,83.6,9,9.28889
29/12/2001,169.2,8,21.15
30/12/2001,73.4,6,12.2333
31/12/2001,124.6,7,17.8
01/01/2002,94,9,10.4444
02/01/2002,47,6,7.83333
03/01/2002,41,4,10.25
04/01/2002,85.6,4,21.4
05/01/2002,144.8,7,20.6857
06/01/2002,87.6,8,10.95
07/01/2002,80.8,5,16.16
08/01/2002,17.2,5,3.44
09/01/2002,106.8,6,17.8
10/01/2002,78.8,5,15.76
11/01/2002,68.8,9,7.64444
12/01/2002,145,7,20.7143
13/01/2002,99.6,8,12.45
14/01/2002,143.4,11,13.0364
15/01/2002,102.4,9,11.3778
16/01/2002,41.6,7,5.94286
17/01/2002,75,6,12.5
18/01/2002,61,5,12.2
19/01/2002,34,4,8.5
20/01/2002,29.6,7,4.22857
21/01/2002,74.4,7,10.6286
22/01/2002,61.2,9,6.8
23/01/2002,49.8,10,4.98
24/01/2002,38.6,6,6.43333
25/01/2002,65,6,10.8333
26/01/2002,26.2,5,5.24
27/01/2002,186.8,7,26.6857
28/01/2002,28.8,6,4.8
29/01/2002,55.4,5,11.08
30/01/2002,0.4,2,0.2
31/01/2002,262.4,10,26.24
01/02/2002,80.6,6,13.4333
02/02/2002,20.2,5,4.04
03/02/2002,105.8,5,21.16
04/02/2002,24.6,6,4.1
05/02/2002,22.2,5,4.44
06/02/2002,63.8,11,5.8
07/02/2002,166.4,12,13.8667
08/02/2002,153.4,12,12.7833
09/02/2002,156.6,14,11.1857
10/02/2002,85.6,8,10.7
11/02/2002,59,6,9.83333
12/02/2002,87.6,12,7.3
13/02/2002,75.4,7,10.7714
14/02/2002,67.2,7,9.6
15/02/2002,98.8,10,9.88
16/02/2002,23.8,6,3.96667
17/02/2002,125.4,6,20.9
18/02/2002,132,6,22
19/02/2002,30.2,6,5.03333
20/02/2002,103.2,10,10.32
21/02/2002,40.4,7,5.77143
22/02/2002,14.2,4,3.55
23/02/2002,15.8,5,3.16
24/02/2002,11.2,3,3.73333
25/02/2002,10.4,4,2.6
26/02/2002,22.2,3,7.4
27/02/2002,97.6,7,13.9429
28/02/2002,41.8,2,20.9
01/03/2002,145.2,5,29.04
02/03/2002,23.4,3,7.8
03/03/2002,35.6,4,8.9
04/03/2002,48.4,5,9.68
05/03/2002,98.6,6,16.4333
06/03/2002,17.4,5,3.48
07/03/2002,15.4,4,3.85
08/03/2002,12,5,2.4
09/03/2002,9,2,4.5
10/03/2002,7,4,1.75
11/03/2002,118.8,6,19.8
12/03/2002,102.2,9,11.3556
13/03/2002,47.2,5,9.44
14/03/2002,37.6,9,4.17778
15/03/2002,56,6,9.33333
16/03/2002,50.8,4,12.7
17/03/2002,164.2,7,23.4571
18/03/2002,24.4,6,4.06667
19/03/2002,150,5,30
20/03/2002,53,10,5.3
21/03/2002,94,9,10.4444
22/03/2002,14.6,4,3.65
23/03/2002,51,8,6.375
24/03/2002,108.2,10,10.82
25/03/2002,62,10,6.2
26/03/2002,81.2,6,13.5333
27/03/2002,153.6,9,17.0667
28/03/2002,24.6,5,4.92
29/03/2002,33.6,3,11.2
30/03/2002,63,6,10.5
31/03/2002,29.4,7,4.2
01/04/2002,6,4,1.5
02/04/2002,20.6,2,10.3
03/04/2002,0.6,2,0.3
04/04/2002,55.8,5,11.16
05/04/2002,69.8,3,23.2667
06/04/2002,26.6,4,6.65
07/04/2002,69,7,9.85714
08/04/2002,75.2,6,12.5333
09/04/2002,42.2,6,7.03333
10/04/2002,11,5,2.2
11/04/2002,121.4,6,20.2333
12/04/2002,13.8,7,1.97143
13/04/2002,27.6,5,5.52
14/04/2002,55.2,8,6.9
15/04/2002,28.8,5,5.76
16/04/2002,65,5,13
17/04/2002,32.4,4,8.1
18/04/2002,20.8,5,4.16
19/04/2002,35.8,4,8.95
20/04/2002,139,7,19.8571
21/04/2002,44.6,3,14.8667
22/04/2002,34.2,7,4.88571
23/04/2002,75.6,4,18.9
24/04/2002,127.2,6,21.2
25/04/2002,28.4,6,4.73333
26/04/2002,59.8,6,9.96667
27/04/2002,2,4,0.5
28/04/2002,19.6,3,6.53333
29/04/2002,58.4,7,8.34286
30/04/2002,13,5,2.6
01/05/2002,3.2,4,0.8
02/05/2002,8.8,1,8.8
03/05/2002,50.2,8,6.275
04/05/2002,70.4,5,14.08
05/05/2002,26.4,5,5.28
06/05/2002,128.6,8,16.075
07/05/2002,7.6,4,1.9
08/05/2002,23.6,9,2.62222
09/05/2002,18.6,5,3.72
10/05/2002,3.8,6,0.633333
11/05/2002,34.6,5,6.92
12/05/2002,16,2,8
13/05/2002,16.8,3,5.6
14/05/2002,9.8,2,4.9
15/05/2002,131.4,6,21.9
16/05/2002,27.6,6,4.6
17/05/2002,53.4,8,6.675
18/05/2002,62.8,5,12.56
19/05/2002,82.4,9,9.15556
20/05/2002,119.8,9,13.3111
21/05/2002,76.2,10,7.62
22/05/2002,71.4,9,7.93333
23/05/2002,87.4,8,10.925
24/05/2002,25.4,7,3.62857
25/05/2002,125.6,4,31.4
26/05/2002,35.4,4,8.85
27/05/2002,8.4,5,1.68
28/05/2002,88.6,4,22.15
29/05/2002,195,7,27.8571
30/05/2002,14.2,7,2.02857
31/05/2002,68,6,11.3333
01/06/2002,4.6,2,2.3
02/06/2002,68,5,13.6
03/06/2002,36.6,3,12.2
04/06/2002,11.2,3,3.73333
05/06/2002,34.8,4,8.7
06/06/2002,28.2,5,5.64
07/06/2002,164.4,7,23.4857
08/06/2002,10.6,4,2.65
09/06/2002,71.6,5,14.32
10/06/2002,45.2,3,15.0667
11/06/2002,66.2,4,16.55
12/06/2002,31.8,1,31.8
13/06/2002,8,6,1.33333
14/06/2002,2.6,3,0.866667
15/06/2002,1.8,4,0.45
16/06/2002,20.6,4,5.15
17/06/2002,62.8,5,12.56
18/06/2002,45.8,5,9.16
19/06/2002,0.2,1,0.2
20/06/2002,3.8,1,3.8
21/06/2002,4.8,4,1.2
22/06/2002,1.8,3,0.6
23/06/2002,25.6,3,8.53333
24/06/2002,21.4,1,21.4
25/06/2002,19.2,4,4.8
26/06/2002,18.8,6,3.13333
27/06/2002,1.2,4,0.3
28/06/2002,16.8,2,8.4
29/06/2002,10.6,1,10.6
30/06/2002,48.4,5,9.68
01/07/2002,54.4,4,13.6
02/07/2002,5.8,3,1.93333
03/07/2002,5.4,5,1.08
04/07/2002,4,3,1.33333
05/07/2002,0.4,2,0.2
06/07/2002,10.6,2,5.3
07/07/2002,4.8,3,1.6
09/07/2002,1.4,3,0.466667
10/07/2002,23,3,7.66667
11/07/2002,15.6,5,3.12
12/07/2002,33.2,3,11.0667
13/07/2002,7.8,5,1.56
14/07/2002,0.4,2,0.2
15/07/2002,5.8,3,1.93333
16/07/2002,8.6,5,1.72
17/07/2002,107.8,1,107.8
18/07/2002,1.4,1,1.4
19/07/2002,6.6,3,2.2
20/07/2002,13.6,4,3.4
21/07/2002,64.8,7,9.25714
22/07/2002,121.8,7,17.4
23/07/2002,4.4,4,1.1
24/07/2002,3,3,1
25/07/2002,41.2,4,10.3
26/07/2002,38,5,7.6
27/07/2002,68.8,5,13.76
30/07/2002,36.6,4,9.15
31/07/2002,46.8,4,11.7
01/08/2002,29.8,4,7.45
02/08/2002,56.6,4,14.15
03/08/2002,49.6,4,12.4
04/08/2002,0.2,1,0.2
05/08/2002,0.2,1,0.2
06/08/2002,12,2,6
07/08/2002,2,1,2
08/08/2002,14.6,4,3.65
09/08/2002,35.6,3,11.8667
10/08/2002,10.8,2,5.4
12/08/2002,0.2,1,0.2
13/08/2002,24.4,3,8.13333
14/08/2002,2.6,1,2.6
18/08/2002,0.2,1,0.2
19/08/2002,3.2,1,3.2
20/08/2002,13.2,2,6.6
21/08/2002,3.2,1,3.2
23/08/2002,17.2,2,8.6
24/08/2002,0.4,2,0.2
26/08/2002,18.8,2,9.4
27/08/2002,32.4,4,8.1
28/08/2002,9.8,3,3.26667
29/08/2002,77.2,3,25.7333
30/08/2002,19.4,5,3.88
31/08/2002,28.2,4,7.05
01/09/2002,28.2,5,5.64
02/09/2002,6.2,2,3.1
04/09/2002,19,2,9.5
05/09/2002,6.2,3,2.06667
06/09/2002,36.8,4,9.2
07/09/2002,96.2,9,10.6889
08/09/2002,1.4,5,0.28
09/09/2002,16.2,3,5.4
10/09/2002,9.8,3,3.26667
11/09/2002,139.2,4,34.8
12/09/2002,54.6,2,27.3
13/09/2002,0.4,1,0.4
14/09/2002,11.8,4,2.95
15/09/2002,1.4,2,0.7
16/09/2002,5.8,2,2.9
17/09/2002,65.2,5,13.04
18/09/2002,8.6,5,1.72
19/09/2002,93,3,31
20/09/2002,26.4,4,6.6
21/09/2002,15.6,5,3.12
22/09/2002,9.8,3,3.26667
23/09/2002,33.6,8,4.2
24/09/2002,113,7,16.1429
25/09/2002,3.4,4,0.85
26/09/2002,0.4,2,0.2
27/09/2002,0.4,2,0.2
28/09/2002,0.8,2,0.4
29/09/2002,48.2,5,9.64
30/09/2002,45.4,4,11.35
01/10/2002,20.8,6,3.46667
02/10/2002,1.2,2,0.6
03/10/2002,51.2,4,12.8
04/10/2002,10.4,5,2.08
05/10/2002,50.2,5,10.04
06/10/2002,9,5,1.8
07/10/2002,164,4,41
08/10/2002,6.6,1,6.6
09/10/2002,36.6,1,36.6
10/10/2002,11,4,2.75
11/10/2002,9.8,3,3.26667
12/10/2002,0.2,1,0.2
13/10/2002,4.4,2,2.2
15/10/2002,0.2,1,0.2
16/10/2002,43.2,4,10.8
17/10/2002,16.2,3,5.4
19/10/2002,38.6,4,9.65
20/10/2002,63.8,5,12.76
21/10/2002,37,5,7.4
22/10/2002,22.8,4,5.7
23/10/2002,13.6,4,3.4
24/10/2002,41.8,4,10.45
25/10/2002,9.4,3,3.13333
26/10/2002,16.6,4,4.15
27/10/2002,30.2,6,5.03333
28/10/2002,29.2,4,7.3
29/10/2002,63.8,8,7.975
30/10/2002,94.2,8,11.775
31/10/2002,154.4,11,14.0364
01/11/2002,83.2,8,10.4
02/11/2002,12.2,3,4.06667
03/11/2002,69,6,11.5
04/11/2002,160.2,9,17.8
05/11/2002,55.2,6,9.2
06/11/2002,52.6,6,8.76667
07/11/2002,47.8,6,7.96667
08/11/2002,22.8,5,4.56
09/11/2002,48.4,5,9.68
