5;2000
16;2001
27;2002
54;2003
54;2004
59;2005
150;2006
258;2007
415;2008
428;2009
441;2010
449;2011
464;2012
469;2013
471;2014
480;2015
509;2016
554;2017
588;2018
589;2019
588;2020
588;2021
567;2022
